s1-eth2-s2-eth2,0.679337791,0.027743804,0.029241653,9
s2-eth3-s3-eth2,0.770715745,0.025697034,0.027601088,9
s3-eth3-s4-eth2,0.676254105,0.024640162,0.029468824,16
s4-eth3-s1-eth3,0.683048487,0.025432334,0.028674665,20
s1-eth2-s2-eth2,0.684233599,0.023906374,0.026087588,16
s2-eth3-s3-eth2,0.681908075,0.025224952,0.027744351,13
s3-eth3-s4-eth2,0.680494321,0.023759026,0.027664422,18
s4-eth3-s1-eth3,0.679709249,0.028550507,0.031803153,10
s1-eth2-s2-eth2,0.732402892,0.02394232,0.035953485,22
s2-eth3-s3-eth2,0.772923219,0.02511965,0.028117602,9
s3-eth3-s4-eth2,0.683864965,0.023981549,0.026456853,12
s4-eth3-s1-eth3,0.674738316,0.023854592,0.027347426,21
s1-eth2-s2-eth2,0.682893987,0.023651093,0.028352517,19
s2-eth3-s3-eth2,0.678509892,0.024765735,0.027275367,14
s3-eth3-s4-eth2,0.682367516,0.024440025,0.028824568,21
s4-eth3-s1-eth3,0.678068026,0.024768035,0.028199415,15
s1-eth2-s2-eth2,0.683109411,0.025645736,0.032729778,17
s2-eth3-s3-eth2,0.686594077,0.023573091,0.027279999,23
s3-eth3-s4-eth2,0.680843422,0.03033873,0.033833639,19
s4-eth3-s1-eth3,0.684928211,0.025282376,0.028305381,14
s1-eth2-s2-eth2,0.633764728,0.024410749,0.028667661,13
s2-eth3-s3-eth2,0.682799523,0.024009304,0.027561753,25
s3-eth3-s4-eth2,0.684767651,0.02437566,0.029349947,17
s4-eth3-s1-eth3,0.676133473,0.02442667,0.032527495,17
s1-eth2-s2-eth2,0.670522993,0.02385475,0.029424254,21
s2-eth3-s3-eth2,0.68052546,0.025335156,0.028303431,14
s3-eth3-s4-eth2,0.678671648,0.027411078,0.030929225,16
s4-eth3-s1-eth3,0.678472895,0.026485735,0.029921074,24
s1-eth2-s2-eth2,0.772384051,0.023248708,0.027027631,25
s2-eth3-s3-eth2,0.684000163,0.023767637,0.027516787,9
s3-eth3-s4-eth2,0.676888237,0.024293811,0.026936814,13
s4-eth3-s1-eth3,0.775189094,0.02398454,0.028697248,23
s1-eth2-s2-eth2,0.770984152,0.026083792,0.028727302,18
s2-eth3-s3-eth2,0.684422828,0.022937799,0.025994454,19
s3-eth3-s4-eth2,0.683233072,0.023183123,0.026282553,23
s4-eth3-s1-eth3,0.679396747,0.024111595,0.027747146,15
s1-eth2-s2-eth2,0.682948935,0.026916564,0.032113627,26
s2-eth3-s3-eth2,0.774400842,0.023897337,0.026969817,26
s3-eth3-s4-eth2,0.68716263,0.023902824,0.027977026,28
